input           | target          | original0       <-> cbow_exp_lstm0  || best model: 0:first, 1:second
pas             | afgesneden      | 10.2905244827   <-> 8.76798439026   || 1
afgesneden      | door            | 4.36495018005   <-> 4.23102664948   || 1
door            | een             | 2.05365180969   <-> 2.16271305084   || 0
een             | zwakke          | 5.60287046432   <-> 6.55009937286   || 0
zwakke          | stroming        | 6.39442825317   <-> 4.63604164124   || 1
stroming        | vanaf           | 8.29225444794   <-> 7.56804847717   || 1
vanaf           | het             | 3.50209641457   <-> 2.58740448952   || 1
het             | Europese        | 7.59029006958   <-> 7.83882284164   || 0
Europese        | continent       | 6.39922046661   <-> 3.23818349838   || 1
continent       | </s>            | 0.364143848419  <-> 0.510369420052  || 0
<s>             | langs           | 7.89067268372   <-> 8.14973449707   || 0
langs           | een             | 2.91439533234   <-> 2.59033036232   || 1
een             | staalblauwe     | 11.2827539444   <-> 10.1604595184   || 1
staalblauwe     | lucht           | 5.43489456177   <-> 4.94390773773   || 1
lucht           | schittert       | 11.937210083    <-> 10.4795236588   || 1
schittert       | de              | 2.16374707222   <-> 1.80990302563   || 1
de              | zon             | 3.42688274384   <-> 3.98796796799   || 0
zon             | dan             | 4.58064842224   <-> 5.6224565506    || 0
dan             | ook             | 3.23083281517   <-> 3.31334972382   || 0
ook             | tot             | 5.18011379242   <-> 5.00427913666   || 1
tot             | aan             | 6.0374212265    <-> 6.05021572113   || 0
aan             | zonsondergang   | 11.2796516418   <-> 10.2608299255   || 1
zonsondergang   | en              | 2.4877140522    <-> 2.1366648674    || 1
en              | duwt            | 10.4550952911   <-> 9.34783935547   || 1
duwt            | het             | 2.46611118317   <-> 2.0011677742    || 1
het             | kwik            | 2.46057128906   <-> 2.45494532585   || 1
kwik            | naar            | 4.43572902679   <-> 3.1170759201    || 1
naar            | aangename       | 10.8406133652   <-> 10.6386699677   || 1
aangename       | waarden         | 5.42841434479   <-> 4.28209590912   || 1
waarden         | van             | 3.51626586914   <-> 2.30117058754   || 1
van             | zeventien       | 6.29186820984   <-> 4.92209815979   || 1
zeventien       | graden          | 0.815059900284  <-> 0.373085260391  || 1
graden          | in              | 3.20802545547   <-> 2.46017193794   || 1
in              | de              | 1.18558657169   <-> 1.18435275555   || 1
de              | Ardennen        | 1.32907438278   <-> 0.564750671387  || 1
Ardennen        | en              | 1.74856901169   <-> 1.95798492432   || 0
en              | naar            | 5.05211639404   <-> 5.22163295746   || 0
naar            | negentien       | 5.06300783157   <-> 4.68795681      || 1
negentien       | à              | 8.28210258484   <-> 6.81016016006   || 1
à              | twintig         | 3.81219482422   <-> 3.9737842083    || 0
twintig         | graden          | 1.18746316433   <-> 1.25809001923   || 0
graden          | in              | 3.1460609436    <-> 3.36822247505   || 0
in              | Vlaanderen      | 4.10350513458   <-> 4.04653978348   || 1
Vlaanderen      | </s>            | 0.515810072422  <-> 0.764266550541  || 0
<s>             | er              | 4.07831954956   <-> 3.96111392975   || 1
er              | is              | 1.80422580242   <-> 1.50766634941   || 1
is              | nauwelijks      | 6.3057808876    <-> 6.35712480545   || 0
nauwelijks      | wind            | 5.2828540802    <-> 7.33885622025   || 0
wind            | uit             | 4.79044342041   <-> 4.2544965744    || 1
uit             | een             | 2.80435562134   <-> 2.47561335564   || 1
een             | zuidelijke      | 8.29509162903   <-> 7.46272277832   || 1
zuidelijke      | tot             | 10.10912323     <-> 12.047419548    || 0
tot             | zuidoostelijke  | 11.1179885864   <-> 8.0570898056    || 1
zuidoostelijke  | richting        | 6.47930812836   <-> 4.95747470856   || 1
richting        | waardoor        | 6.8019657135    <-> 5.96056985855   || 1
waardoor        | het             | 2.16419386864   <-> 1.78742945194   || 1
het             | nog             | 4.69836139679   <-> 4.86769104004   || 0
nog             | iets            | 4.49015760422   <-> 4.83514499664   || 0
iets            | zachter         | 7.3778834343    <-> 4.31695222855   || 1
zachter         | aanvoelt        | 10.1977920532   <-> 7.66788434982   || 1
aanvoelt        | </s>            | 0.642099142075  <-> 0.608912169933  || 1
<s>             | maakt           | 9.47501850128   <-> 9.58188056946   || 0
maakt           | de              | 1.92896914482   <-> 1.50205504894   || 1
de              | zon             | 3.64304161072   <-> 3.33960103989   || 1
zon             | plaats          | 8.67381763458   <-> 7.82766962051   || 1
plaats          | voor            | 2.95637798309   <-> 2.82659339905   || 1
voor            | een             | 2.32379603386   <-> 1.91271972656   || 1
een             | sterrenhemel    | 9.66853046417   <-> 8.3214263916    || 1
sterrenhemel    | die             | 3.74048280716   <-> 3.57086610794   || 1
die             | niet            | 4.14540100098   <-> 4.52663898468   || 0
niet            | schuil          | 12.1798200607   <-> 11.6569547653   || 1
schuil          | gaat            | 5.0194773674    <-> 4.41837024689   || 1
gaat            | achter          | 8.41047477722   <-> 8.22653865814   || 1
achter          | <UNK>           | 3.20367574692   <-> 3.70377397537   || 0
<UNK>           | wolkenvelden    | 8.55522537231   <-> 8.88657093048   || 0
wolkenvelden    | </s>            | 1.00713944435   <-> 0.947183489799  || 1
<s>             | de              | 2.11512136459   <-> 1.84533238411   || 1
de              | astronomen      | 9.75379753113   <-> 8.52097320557   || 1
astronomen      | kunnen          | 3.56976604462   <-> 3.62414979935   || 0
kunnen          | dan             | 4.27780294418   <-> 5.10270881653   || 0
dan             | ook             | 2.82767057419   <-> 2.50016975403   || 1
ook             | hun             | 5.41198825836   <-> 5.76895332336   || 0
hun             | hart            | 6.79216194153   <-> 6.08432865143   || 1
hart            | ophalen         | 7.24427127838   <-> 6.46709442139   || 1
ophalen         | weliswaar       | 11.6326723099   <-> 10.0572576523   || 1
weliswaar       | gehuld          | 12.0994415283   <-> 10.3082866669   || 1
gehuld          | in              | 2.75712656975   <-> 2.45551848412   || 1
in              | warme           | 9.16090393066   <-> 7.92757511139   || 1
warme           | kledij          | 8.26988983154   <-> 6.83887290955   || 1
kledij          | </s>            | 0.657836794853  <-> 1.00317084789   || 0
<s>             | het             | 2.61081600189   <-> 2.55428004265   || 1
het             | kwik            | 2.36283445358   <-> 3.88398075104   || 0
kwik            | gaat            | 4.40619373322   <-> 4.11269950867   || 1
gaat            | namelijk        | 7.157289505     <-> 7.58158397675   || 0
namelijk        | flink           | 6.60278511047   <-> 6.33786773682   || 1
flink           | omlaag          | 7.93116569519   <-> 7.03463077545   || 1
omlaag          | om              | 3.75458264351   <-> 4.48692703247   || 0
om              | uiteindelijk    | 8.03499984741   <-> 8.09680652618   || 0
uiteindelijk    | minimale        | 11.464091301    <-> 10.1631116867   || 1
minimale        | waarden         | 5.58987188339   <-> 4.69041204453   || 1
waarden         | te              | 0.563137888908  <-> 1.17500412464   || 0
te              | bekomen         | 6.91781902313   <-> 6.42758321762   || 1
bekomen         | van             | 2.96541213989   <-> 3.16686868668   || 0
van             | om              | 8.15264129639   <-> 8.8283367157    || 0
om              | en              | 5.91398286819   <-> 5.1385178566    || 1
en              | bij             | 4.82087516785   <-> 5.75752258301   || 0
bij             | het             | 2.20760560036   <-> 2.06949853897   || 1
het             | vriespunt       | 4.51041460037   <-> 4.4315290451    || 1
vriespunt       | op              | 3.82615685463   <-> 3.59876513481   || 1
op              | de              | 1.51315462589   <-> 1.44187700748   || 1
de              | Hoge            | 6.77524518967   <-> 6.18746185303   || 1
Hoge            | Venen           | 0.15302747488   <-> 0.0193130299449 || 1
Venen           | en              | 1.58721280098   <-> 1.97147059441   || 0
en              | van             | 4.8626704216    <-> 4.27088451385   || 1
van             | vijf            | 4.59696531296   <-> 3.98222398758   || 1
vijf            | tot             | 1.52025926113   <-> 1.41167616844   || 1
tot             | zeven           | 3.56553149223   <-> 3.05604028702   || 1
zeven           | graden          | 1.0069873333    <-> 0.82862830162   || 1
graden          | in              | 3.52115488052   <-> 2.73211860657   || 1
in              | Vlaanderen      | 4.16698455811   <-> 3.83666014671   || 1
Vlaanderen      | </s>            | 0.525113403797  <-> 0.408217281103  || 1
<s>             | er              | 4.11136245728   <-> 4.19199466705   || 0
er              | is              | 1.75903451443   <-> 1.49613726139   || 1
is              | kans            | 8.42809009552   <-> 9.07701587677   || 0
kans            | op              | 2.80268788338   <-> 2.4090013504    || 1
op              | grondvorst      | 11.7223339081   <-> 11.0185985565   || 1
grondvorst      | in              | 3.2865896225    <-> 2.92210793495   || 1
in              | de              | 1.24146068096   <-> 1.21660971642   || 1
de              | Ardennen        | 1.58976495266   <-> 1.4878371954    || 1
Ardennen        | en              | 1.62026107311   <-> 1.96624994278   || 0
en              | op              | 4.465695858     <-> 4.15522861481   || 1
op              | de              | 1.49832606316   <-> 1.80292248726   || 0
de              | zandgronden     | 9.12580871582   <-> 5.52784967422   || 1
zandgronden     | van             | 0.605725288391  <-> 0.272762537003  || 1
van             | de              | 1.0546848774    <-> 0.831128835678  || 1
de              | Kempen          | 5.17352867126   <-> 3.37653470039   || 1
Kempen          | </s>            | 0.485008627176  <-> 0.962844371796  || 0
<s>             | aan             | 5.77426862717   <-> 5.65290927887   || 1
aan             | het             | 2.01805734634   <-> 1.69485211372   || 1
het             | einde           | 3.79940295219   <-> 4.05878067017   || 0
einde           | van             | 0.841490805149  <-> 0.22911798954   || 1
van             | de              | 0.955642342567  <-> 0.817009687424  || 1
de              | nacht           | 6.16324424744   <-> 4.40832710266   || 1
nacht           | vormt           | 7.61446905136   <-> 7.41172266006   || 1
vormt           | zich            | 6.25502490997   <-> 6.03598213196   || 1
zich            | wat             | 5.07871818542   <-> 5.76411819458   || 0
wat             | nevel           | 5.21975231171   <-> 5.29297542572   || 0
nevel           | of              | 3.16503381729   <-> 2.89868211746   || 1
of              | een             | 3.36830592155   <-> 3.82437467575   || 0
een             | mistbank        | 6.30181121826   <-> 4.68429040909   || 1
