input           | target          | original0       <-> cbow_mean_lstm0 || best model: 0:first, 1:second
een             | zuidelijke      | 8.29509162903   <-> 6.17339420319   || 1
zuidelijke      | tot             | 10.10912323     <-> 9.87991523743   || 1
tot             | zuidoostelijke  | 11.1179885864   <-> 7.70619010925   || 1
zuidoostelijke  | richting        | 6.47930812836   <-> 4.5437669754    || 1
richting        | waardoor        | 6.8019657135    <-> 6.60277605057   || 1
waardoor        | het             | 2.16419386864   <-> 1.91862225533   || 1
het             | nog             | 4.69836139679   <-> 4.55960130692   || 1
nog             | iets            | 4.49015760422   <-> 4.6563076973    || 0
iets            | zachter         | 7.3778834343    <-> 5.61078166962   || 1
zachter         | aanvoelt        | 10.1977920532   <-> 8.53992557526   || 1
aanvoelt        | </s>            | 0.642099142075  <-> 0.578262984753  || 1
<s>             | maakt           | 9.47501850128   <-> 9.62349891663   || 0
maakt           | de              | 1.92896914482   <-> 1.45915675163   || 1
de              | zon             | 3.64304161072   <-> 3.20436906815   || 1
zon             | plaats          | 8.67381763458   <-> 8.05932807922   || 1
plaats          | voor            | 2.95637798309   <-> 3.09565639496   || 0
voor            | een             | 2.32379603386   <-> 2.09078264236   || 1
een             | sterrenhemel    | 9.66853046417   <-> 8.76128005981   || 1
sterrenhemel    | die             | 3.74048280716   <-> 3.57718396187   || 1
die             | niet            | 4.14540100098   <-> 4.44729804993   || 0
niet            | schuil          | 12.1798200607   <-> 11.7395477295   || 1
schuil          | gaat            | 5.0194773674    <-> 4.50122833252   || 1
gaat            | achter          | 8.41047477722   <-> 7.63246774673   || 1
achter          | <UNK>           | 3.20367574692   <-> 3.34588003159   || 0
<UNK>           | wolkenvelden    | 8.55522537231   <-> 9.48096466064   || 0
wolkenvelden    | </s>            | 1.00713944435   <-> 0.944401979446  || 1
<s>             | de              | 2.11512136459   <-> 1.69197487831   || 1
de              | astronomen      | 9.75379753113   <-> 9.30579376221   || 1
astronomen      | kunnen          | 3.56976604462   <-> 3.87714362144   || 0
kunnen          | dan             | 4.27780294418   <-> 5.13202857971   || 0
dan             | ook             | 2.82767057419   <-> 2.35494208336   || 1
ook             | hun             | 5.41198825836   <-> 4.89910030365   || 1
hun             | hart            | 6.79216194153   <-> 5.40391349792   || 1
hart            | ophalen         | 7.24427127838   <-> 7.48149299622   || 0
ophalen         | weliswaar       | 11.6326723099   <-> 11.0534496307   || 1
weliswaar       | gehuld          | 12.0994415283   <-> 10.3447265625   || 1
gehuld          | in              | 2.75712656975   <-> 2.29068851471   || 1
in              | warme           | 9.16090393066   <-> 7.82826805115   || 1
warme           | kledij          | 8.26988983154   <-> 7.70231962204   || 1
kledij          | </s>            | 0.657836794853  <-> 0.734976291656  || 0
<s>             | het             | 2.61081600189   <-> 2.49312829971   || 1
het             | kwik            | 2.36283445358   <-> 2.44942045212   || 0
kwik            | gaat            | 4.40619373322   <-> 4.40316486359   || 1
gaat            | namelijk        | 7.157289505     <-> 7.5611448288    || 0
namelijk        | flink           | 6.60278511047   <-> 6.23616266251   || 1
flink           | omlaag          | 7.93116569519   <-> 8.08820343018   || 0
omlaag          | om              | 3.75458264351   <-> 4.49433755875   || 0
om              | uiteindelijk    | 8.03499984741   <-> 7.94100856781   || 1
uiteindelijk    | minimale        | 11.464091301    <-> 10.3369808197   || 1
minimale        | waarden         | 5.58987188339   <-> 4.82684230804   || 1
waarden         | te              | 0.563137888908  <-> 1.82801890373   || 0
te              | bekomen         | 6.91781902313   <-> 6.91733980179   || 1
bekomen         | van             | 2.96541213989   <-> 2.65175890923   || 1
van             | om              | 8.15264129639   <-> 8.6297416687    || 0
om              | en              | 5.91398286819   <-> 6.16000747681   || 0
en              | bij             | 4.82087516785   <-> 5.57931232452   || 0
bij             | het             | 2.20760560036   <-> 2.00631403923   || 1
het             | vriespunt       | 4.51041460037   <-> 2.6952791214    || 1
vriespunt       | op              | 3.82615685463   <-> 4.0256319046    || 0
op              | de              | 1.51315462589   <-> 1.46337115765   || 1
de              | Hoge            | 6.77524518967   <-> 6.18572282791   || 1
Hoge            | Venen           | 0.15302747488   <-> 0.0626801997423 || 1
Venen           | en              | 1.58721280098   <-> 2.02850961685   || 0
en              | van             | 4.8626704216    <-> 3.81202483177   || 1
van             | vijf            | 4.59696531296   <-> 3.78685879707   || 1
vijf            | tot             | 1.52025926113   <-> 0.449764937162  || 1
tot             | zeven           | 3.56553149223   <-> 3.28421521187   || 1
zeven           | graden          | 1.0069873333    <-> 1.23311078548   || 0
graden          | in              | 3.52115488052   <-> 2.85553479195   || 1
in              | Vlaanderen      | 4.16698455811   <-> 4.02641677856   || 1
Vlaanderen      | </s>            | 0.525113403797  <-> 0.457256436348  || 1
<s>             | er              | 4.11136245728   <-> 3.86627864838   || 1
er              | is              | 1.75903451443   <-> 1.64022016525   || 1
is              | kans            | 8.42809009552   <-> 8.87751865387   || 0
kans            | op              | 2.80268788338   <-> 2.31626462936   || 1
op              | grondvorst      | 11.7223339081   <-> 9.4402961731    || 1
grondvorst      | in              | 3.2865896225    <-> 2.76203393936   || 1
in              | de              | 1.24146068096   <-> 1.14596867561   || 1
de              | Ardennen        | 1.58976495266   <-> 1.81605172157   || 0
Ardennen        | en              | 1.62026107311   <-> 1.77519071102   || 0
en              | op              | 4.465695858     <-> 4.41320705414   || 1
op              | de              | 1.49832606316   <-> 1.46304750443   || 1
de              | zandgronden     | 9.12580871582   <-> 5.57565355301   || 1
zandgronden     | van             | 0.605725288391  <-> 0.277884423733  || 1
van             | de              | 1.0546848774    <-> 0.928282320499  || 1
de              | Kempen          | 5.17352867126   <-> 3.45914077759   || 1
Kempen          | </s>            | 0.485008627176  <-> 0.853779196739  || 0
<s>             | aan             | 5.77426862717   <-> 5.28995370865   || 1
aan             | het             | 2.01805734634   <-> 1.84660243988   || 1
het             | einde           | 3.79940295219   <-> 2.9366774559    || 1
einde           | van             | 0.841490805149  <-> 0.422882169485  || 1
van             | de              | 0.955642342567  <-> 0.891700685024  || 1
de              | nacht           | 6.16324424744   <-> 4.35599899292   || 1
nacht           | vormt           | 7.61446905136   <-> 7.19057369232   || 1
vormt           | zich            | 6.25502490997   <-> 6.59790945053   || 0
zich            | wat             | 5.07871818542   <-> 5.35654258728   || 0
wat             | nevel           | 5.21975231171   <-> 5.62086391449   || 0
nevel           | of              | 3.16503381729   <-> 3.01843810081   || 1
of              | een             | 3.36830592155   <-> 4.00994443893   || 0
een             | mistbank        | 6.30181121826   <-> 5.36781978607   || 1
mistbank        | </s>            | 1.30365204811   <-> 1.13855850697   || 1
<s>             | stroomt         | 11.6276187897   <-> 11.5517702103   || 1
stroomt         | nog             | 4.33028316498   <-> 4.53929615021   || 0
nog             | iets            | 4.86539745331   <-> 5.5111541748    || 0
iets            | warmere         | 12.8220338821   <-> 11.3803777695   || 1
warmere         | lucht           | 4.48248195648   <-> 2.11899375916   || 1
lucht           | binnen          | 6.76232433319   <-> 6.21328544617   || 1
binnen          | en              | 3.13634538651   <-> 3.31454324722   || 0
en              | haalt           | 7.86693382263   <-> 7.28450584412   || 1
haalt           | het             | 2.26434636116   <-> 1.92965054512   || 1
het             | kwik            | 2.01726293564   <-> 1.85711812973   || 1
kwik            | op              | 3.00928449631   <-> 3.02295422554   || 0
op              | meerdere        | 9.54477977753   <-> 9.11742687225   || 1
meerdere        | plaatsen        | 2.96995663643   <-> 1.87206041813   || 1
plaatsen        | een             | 3.70062422752   <-> 3.84510040283   || 0
een             | temperatuur     | 7.62217712402   <-> 6.5402841568    || 1
temperatuur     | van             | 1.66586494446   <-> 1.77485179901   || 0
van             | twintig         | 4.88272380829   <-> 4.7711353302    || 1
twintig         | graden          | 0.630106270313  <-> 0.592472076416  || 1
graden          | </s>            | 0.620494902134  <-> 0.814884364605  || 0
<s>             | er              | 4.01576900482   <-> 3.76268434525   || 1
er              | staat           | 5.31366443634   <-> 4.88881635666   || 1
staat           | een             | 2.50645041466   <-> 2.43190097809   || 1
een             | zuidelijk       | 12.4681053162   <-> 10.2807540894   || 1
zuidelijk       | briesje         | 7.76601409912   <-> 3.69876074791   || 1
briesje         | en              | 2.82920193672   <-> 2.31840658188   || 1
en              | de              | 3.22278833389   <-> 2.14324259758   || 1
de              | zon             | 3.76280641556   <-> 2.80887627602   || 1
zon             | schijnt         | 8.20993804932   <-> 8.30056095123   || 0
schijnt         | van             | 4.94191646576   <-> 4.20355463028   || 1
van             | zonsopgang      | 11.0561418533   <-> 9.18286800385   || 1
zonsopgang      | tot             | 2.51362347603   <-> 2.17976903915   || 1
tot             | ondergang       | 13.2239131927   <-> 13.6199979782   || 0
ondergang       | volop           | 10.1619186401   <-> 10.5083637238   || 0
volop           | </s>            | 2.50111913681   <-> 1.92853617668   || 1
<s>             | het             | 2.61139512062   <-> 2.50657868385   || 1
het             | hogedrukgebied  | 6.43194198608   <-> 5.87303447723   || 1
hogedrukgebied  | is              | 1.89278054237   <-> 2.32639479637   || 0
is              | voorlopig       | 6.60330677032   <-> 6.58065795898   || 1
voorlopig       | sterk           | 5.76248693466   <-> 5.73010396957   || 1
sterk           | genoeg          | 5.31329154968   <-> 6.11582136154   || 0
genoeg          | om              | 2.93802213669   <-> 3.30830621719   || 0
om              | storingen       | 8.44747638702   <-> 7.47545099258   || 1
storingen       | op              | 2.93073320389   <-> 2.99805259705   || 0
op              | afstand         | 7.45093727112   <-> 7.54948711395   || 0
afstand         | te              | 0.13066804409   <-> 0.457188010216  || 0
te              | houden          | 3.25995826721   <-> 2.43805599213   || 1
houden          | </s>            | 0.297377705574  <-> 0.275876790285  || 1
<s>             | houdt           | 10.0449571609   <-> 10.1496305466   || 0
houdt           | het             | 2.3394651413    <-> 2.15861701965   || 1
